dataset,acc_mean,acc_std,acc_best,time_train,time_val
ACSF1,0.9137152777777778,0.009245504830343294,0.9253472222222222,12.096355059789493,0.007693005234295924
Adiac,0.8459821428571429,0.009678340798517312,0.8571428571428571,13.899959720252081,0.010164745430893163
ArrowHead,0.861857269503546,0.01658855905388809,0.8797650709219859,2.108968500117771,0.0027639594929496523
Beef,0.78,0.02666666666666666,0.8333333333333334,1.3495867004152386,0.0010482966009021765
BeetleFly,0.95,0.031622776601683784,1.0,0.7217199000064284,0.0005571603514454182
BirdChicken,0.9200000000000002,0.024494897427831747,0.95,0.7887433000607416,0.0006089668751428689
BME,0.990625,0.003897559777889503,0.9947916666666666,0.9553517800522968,0.0015819676567844
Car,0.9133333333333333,0.037118429085533464,0.95,2.641525099403225,0.0018346187498536892
CBF,0.9989583333333332,1.1102230246251565e-16,0.9989583333333333,0.7870274798246101,0.006582083594230426
Chinatown,0.9921875,0.0,0.9921875,0.5546289602993056,0.002338330116117504
ChlorineConcentration,0.8468229166666668,0.006464211035041737,0.8583333333333333,15.537571920128538,0.08344002120938968
CinCECGTorso,0.8603693181818182,0.009109522541191541,0.8761837121212122,5.655314200394787,0.11037126292981156
Coffee,1.0,0.0,1.0,1.2782870397903026,0.00048586089810669363
Computers,0.8436153017241379,0.011368087607657689,0.8577586206896551,14.079215420200489,0.009213620507216547
CricketX,0.8714285714285716,0.013730854017169372,0.8883928571428571,16.39092574028764,0.011500903906244276
CricketY,0.8763392857142858,0.008060477716637416,0.8861607142857143,13.950356859480962,0.009775857695558443
CricketZ,0.8726190476190474,0.008462540004829155,0.8839285714285714,13.178514240239746,0.009259534843522488
Crop,0.7754990494296579,0.0018002112104024983,0.7772694866920152,102.62751417960972,0.15879708281217972
DiatomSizeReduction,0.94245,0.014448529336925656,0.9616250000000001,0.9158888799138367,0.005588753789697876
DistalPhalanxOutlineAgeGroup,0.8447916666666668,0.0060739082237971885,0.8489583333333334,4.466216780175455,0.0014012953509791259
DistalPhalanxOutlineCorrect,0.8285,0.0039051248379533654,0.8331250000000001,6.926557719870471,0.002394197890544092
DistalPhalanxTW,0.7278409090909091,0.023810968816835816,0.7675189393939394,5.251072419784032,0.0016358957032934995
Earthquakes,0.7507575757575757,0.01773793304826161,0.7727272727272728,9.781333659798838,0.0029705308981647248
ECG200,0.9163194444444445,0.005978880332542551,0.9253472222222222,1.5530979199102148,0.000977214023214401
ECG5000,0.947931338028169,0.0006534275901371752,0.9491637323943662,9.79425726016052,0.06206733503931901
ECGFiveDays,0.9986607142857142,0.0013015517622422669,1.0,0.8886784399161115,0.007736825820256854
ElectricDevices,0.7446422620634497,0.004046610917138926,0.7522244068248467,86.93160043980461,0.051196471679531896
EOGHorizontalSignal,0.6848958333333333,0.009150407744585184,0.6990327380952381,38.71856091928203,0.023855516836920287
EOGVerticalSignal,0.5349454365079366,0.01312924913821651,0.5513392857142857,29.066559960437008,0.01792357003905636
EthanolLevel,0.827764423076923,0.013225796824604204,0.8419471153846154,105.62175094059202,0.06292753718721542
FaceAll,0.904184472934473,0.027156230974597566,0.9340277777777778,7.364017860265449,0.013845819024345474
FaceFour,0.9682291666666668,0.01020620726159654,0.9765625,0.7068495397688821,0.0013524539447644201
FacesUCR,0.9667613636363637,0.0022086938995626274,0.9706439393939394,5.894168160227127,0.033570623282048476
FiftyWords,0.7616071428571429,0.013148344612138107,0.779296875,19.985656960331834,0.014023631757254407
Fish,0.9916666666666666,0.0025515518153991076,0.9947916666666666,4.719017879827879,0.0032705088276543393
FordA,0.9652380952380952,0.0011702144792462654,0.9665178571428571,115.1516812801594,0.028035047891580688
FordB,0.8668841575091575,0.004374058870066327,0.8717948717948718,148.91900241989643,0.022282210194589425
FreezerRegularTrain,0.9990972222222222,0.00017010345435996952,0.9993055555555556,3.4129885602742434,0.033741219180137706
FreezerSmallTrain,0.9312500000000001,0.01150558439290339,0.9434027777777778,3.239593659923412,0.07403797625038351
Fungi,0.9979166666666666,0.002551551815399162,1.0,1.7118662794819102,0.0036517876160360174
GunPoint,0.9989583333333332,0.002083333333333348,1.0,0.7865380599396303,0.0016907078914755401
GunPointAgeSpan,0.9918333333333333,0.0015667996397469382,0.99375,4.628452800307423,0.00589395515621618
GunPointMaleVersusFemale,1.0,0.0,1.0,2.4726342397276313,0.0031606536329036317
GunPointOldVersusYoung,1.0,0.0,1.0,1.3704028401058168,0.0017499191002116276
Ham,0.8113948170731706,0.008546617308775751,0.8218368902439024,2.4572681803489105,0.0017122601173923612
HandOutlines,0.9473749999999999,0.005992037540677513,0.9542708333333333,297.2225612205919,0.06581680183580829
Haptics,0.5813461538461537,0.009317005035967128,0.5882211538461538,15.797272359696217,0.0189339791803377
Herring,0.734375,0.01976423537605237,0.765625,1.9350289599969983,0.0013315548443188162
HouseTwenty,0.9417329545454546,0.0005113636363636598,0.9427556818181818,4.328756679920479,0.007539028436485751
InlineSkate,0.4643457602339181,0.028511255327433233,0.5081323099415205,18.617546340124683,0.05956215148480624
InsectEPGRegularTrain,1.0,0.0,1.0,1.0918433799874037,0.0028570728906288424
InsectEPGSmallTrain,1.0,0.0,1.0,0.5139697798760607,0.0028250761325125497
InsectWingbeatSound,0.6354166666666667,0.006182613075844287,0.6425067204301075,3.9356603796128184,0.020224952032594955
ItalyPowerDemand,0.9748161764705883,0.0004502738497763451,0.9751838235294118,1.9043110800674186,0.01103135210964865
LargeKitchenAppliances,0.9001988636363636,0.006723844954078218,0.9088541666666666,16.316309659928084,0.01062174351432077
