dataset,acc_mean,acc_std,acc_best,time_train,time_val
ACSF1,0.906076388888889,0.006220997523322519,0.9131944444444444,11.60594209980918,0.007069833906268741
Adiac,0.8270408163265305,0.01076578971735166,0.84375,18.13611645992496,0.011028272968849251
ArrowHead,0.8400044326241135,0.03499053504527176,0.8674645390070922,1.7232100199384148,0.0022034792189629115
Beef,0.8,0.02108185106778919,0.8333333333333334,1.35695732004242,0.0009758580860875554
BeetleFly,0.82,0.08124038404635962,0.9,0.6110117800359148,0.00044521937501258436
BirdChicken,0.93,0.05099019513592784,1.0,0.8419076199817936,0.0006148613672053216
BME,0.9917613636363637,0.006060606060606055,0.9947916666666666,1.0648277600936127,0.0016818529688976014
Car,0.8933333333333333,0.013333333333333336,0.9166666666666666,2.5431608399900143,0.0016705358203921606
CBF,0.9995833333333334,0.0005103103630798542,1.0,0.7653477201820351,0.006102163710909281
Chinatown,0.9921875,0.0,0.9921875,0.582467120065121,0.002326165507929545
ChlorineConcentration,0.871875,0.0027312730421097755,0.8744791666666667,18.14529023990617,0.09200593054706588
CinCECGTorso,0.8695549242424242,0.008425576809679437,0.8808396464646464,4.426301320147468,0.08327259414074888
Coffee,1.0,0.0,1.0,1.2608420600066892,0.0004659150390011746
Computers,0.8120959051724139,0.0061726504511797455,0.8213900862068966,10.150102459907066,0.006052912148425094
CricketX,0.8678571428571429,0.009821428571428576,0.8861607142857143,14.483495939936256,0.0093708740624038
CricketY,0.8790178571428571,0.009821428571428545,0.8883928571428571,12.671125560032669,0.008197916367123526
CricketZ,0.8699404761904761,0.0030278258853237796,0.8757440476190476,15.767343860049731,0.010206765351244939
Crop,0.7844225285171103,0.00233434704192224,0.7884980988593155,139.2335475599917,0.20640165347639366
DiatomSizeReduction,0.966,0.00699285349481885,0.9741250000000001,0.8565912798570935,0.005024894804728319
DistalPhalanxOutlineAgeGroup,0.8354166666666666,0.004166666666666647,0.8385416666666666,4.119296480010962,0.0012444299218827837
DistalPhalanxOutlineCorrect,0.8118749999999999,0.007806247497998011,0.82,6.573316319996957,0.0021074435545415326
DistalPhalanxTW,0.7105113636363637,0.032429529978101015,0.7571022727272728,4.5888088599487675,0.0013803698826109212
Earthquakes,0.7488636363636364,0.023366561223790785,0.7883522727272728,8.932198700035224,0.002554736133129154
ECG200,0.9194444444444445,0.015395693942635688,0.9409722222222222,1.52998323997017,0.0009304983203946904
ECG5000,0.9454401408450706,0.0008699214280690167,0.9469190140845071,8.929246180027258,0.05002894089830079
ECGFiveDays,0.9975446428571428,0.0013015517622422595,1.0,0.8309687999193557,0.006956966249913421
ElectricDevices,0.7673761996800853,0.005309281990356997,0.7724898360437217,150.66765954003785,0.07068179007779918
EOGHorizontalSignal,0.7171626984126985,0.00560285368392771,0.7237103174603176,40.59945956006413,0.023503624375200614
EOGVerticalSignal,0.558358134920635,0.007264198207754045,0.5695684523809524,31.88454039990902,0.01735752480474275
EthanolLevel,0.7200120192307692,0.007027396626553363,0.728515625,95.3211894199485,0.0529428869530534
FaceAll,0.929861111111111,0.036081421793330966,0.9664351851851852,6.256817559956107,0.011333361757715465
FaceFour,0.9666666666666668,0.012369106340664463,0.9765625,0.632949439965887,0.0011821714062421051
FacesUCR,0.9735795454545455,0.0006281486345370254,0.9744318181818182,6.32063814002322,0.03422895804677637
FiftyWords,0.7630580357142857,0.016018055284747586,0.787109375,21.535922700050286,0.013877703515686336
Fish,0.9927083333333332,0.0025515518153991076,0.9947916666666666,5.3914467400521975,0.0035172946092870915
FordA,0.9661011904761907,0.0014773421007131795,0.9680059523809523,101.63378564005833,0.023031547460914226
FordB,0.8670215201465201,0.00971473183910316,0.8820970695970696,136.69764404001762,0.019450882148692016
FreezerRegularTrain,0.9988888888888889,0.00025983731852596126,0.9993055555555556,3.2888443200034088,0.030441408281285477
FreezerSmallTrain,0.927986111111111,0.004187448175467066,0.9319444444444445,3.3132635399175343,0.0740865549221553
Fungi,0.9875,0.015659683727471785,1.0,1.0621652400412132,0.002265448827972705
GunPoint,0.9958333333333332,0.002083333333333348,1.0,0.8331528800423257,0.0017317075000278237
GunPointAgeSpan,0.9911666666666668,0.0023071446999845075,0.99375,5.117283480078913,0.006104346367351354
GunPointMaleVersusFemale,0.999375,0.0012500000000000178,1.0,2.0857462200219743,0.0024838234765979907
GunPointOldVersusYoung,1.0,0.0,1.0,1.4638796399289276,0.0017427212108032109
Ham,0.8420350609756098,0.009162206768423239,0.8574695121951219,3.5133196600305383,0.0020519851563108203
HandOutlines,0.9417916666666667,0.015039646678769485,0.9561458333333333,270.6599754001014,0.05804838929694824
Haptics,0.5714903846153846,0.008111476000051297,0.5819711538461538,13.380070040089777,0.014831146445465038
Herring,0.715625,0.011692679333668566,0.734375,2.794774459931068,0.0012714348826307286
HouseTwenty,0.9336363636363638,0.010264059471712158,0.944034090909091,5.575439939938951,0.009392077969050661
InlineSkate,0.4613304093567252,0.007595263168363316,0.4716739766081871,18.525899859989295,0.05796683949212138
InsectEPGRegularTrain,1.0,0.0,1.0,1.553226720012026,0.003906348242082913
InsectEPGSmallTrain,1.0,0.0,1.0,0.8596570199995768,0.0045853472267026515
InsectWingbeatSound,0.6584341397849462,0.0020032067958049246,0.6616935483870967,10.98605352009181,0.04290552351574206
ItalyPowerDemand,0.9751838235294118,0.0012998286418870312,0.9770220588235294,1.6082500201300718,0.008912815312805833
LargeKitchenAppliances,0.9174526515151514,0.003074750964181579,0.9214488636363636,23.254993600177112,0.014395390976403633
