dataset,acc_mean,acc_std,acc_best,time_train,time_val
ACSF1,0.9152199074074074,0.002864437192306593,0.9192708333333333,11.021353933067681,0.007076642643255582
Adiac,0.8064413265306123,0.01655708544100403,0.828125,12.27117299992824,0.009336036393582011
ArrowHead,0.8137928486997635,0.02182257828120928,0.8433067375886525,1.6668381664397505,0.0022469593101277496
Beef,0.7999999999999999,0.05443310539518177,0.8666666666666667,1.5669482331334923,0.0012580782561523545
BeetleFly,0.7666666666666666,0.08498365855987973,0.85,0.5133487999749681,0.00040697714825910225
BirdChicken,0.9666666666666667,0.023570226039551608,1.0,0.7572760331677273,0.0006015296224859412
BME,0.9982638888888888,0.002455231879119974,1.0,0.9373342334292829,0.0015634257810006602
Car,0.9,0.03600411499115479,0.9333333333333333,2.312018566338035,0.0016561772134006485
CBF,0.998611111111111,0.0004910463758239634,0.9989583333333333,0.7024822000918599,0.0058709879560107465
Chinatown,0.9921875,0.0,0.9921875,0.4665962667398465,0.0020628292317041996
ChlorineConcentration,0.8763888888888888,0.0018577200138049162,0.87890625,21.755353733256925,0.121466502800331
CinCECGTorso,0.84603851010101,0.007812367146780513,0.8570075757575758,4.569535466337887,0.09085900494865957
Coffee,1.0,0.0,1.0,1.1339225330157205,0.0004342692062664355
Computers,0.8324802442528737,0.007857527708312382,0.8386314655172413,10.507249800488353,0.007036721028877461
CricketX,0.8601190476190478,0.008218274566359563,0.8705357142857143,16.142605733553257,0.011634218424584711
CricketY,0.8824404761904762,0.004586617561732829,0.8883928571428571,13.79382983315736,0.009869335221120915
CricketZ,0.8623511904761904,0.006313453403451295,0.8712797619047619,14.999992100327896,0.010761339127384417
Crop,0.7842205323193916,0.0010093983632267372,0.7856463878326996,112.78613263310399,0.18149138606910734
DiatomSizeReduction,0.949,0.003996091840786474,0.9545,0.8859474002383649,0.005662264062948452
DistalPhalanxOutlineAgeGroup,0.84375,0.0,0.84375,3.6850003333917507,0.0011865187501598484
DistalPhalanxOutlineCorrect,0.8125,0.007856128181235305,0.8231249999999999,6.082301466783974,0.0021621093099308077
DistalPhalanxTW,0.7080176767676768,0.006919289841156201,0.7173295454545454,5.121202199991482,0.001674517122864927
Earthquakes,0.7309027777777777,0.004464057962036359,0.7372159090909092,10.101435366823958,0.003121306444882066
ECG200,0.9143518518518517,0.01871639077406974,0.9392361111111112,1.2336380001700793,0.0008193861322448962
ECG5000,0.945055751173709,0.0012082291543376365,0.9460387323943662,5.6943206336,0.03641079114591624
ECGFiveDays,1.0,0.0,1.0,0.7148612999978164,0.00623228333362628
ElectricDevices,0.7555735137296721,0.004988423143414805,0.76203012529992,133.5810971999696,0.0793220716794849
EOGHorizontalSignal,0.6941137566137566,0.005879888613129584,0.7015128968253969,36.99001123356478,0.02330101165356761
EOGVerticalSignal,0.5349702380952381,0.008493110348123603,0.5461309523809524,24.889767333263688,0.015655894726554227
EthanolLevel,0.7002704326923076,0.02423329744979007,0.7220552884615384,76.14705853331058,0.046256399023567006
FaceAll,0.9188034188034188,0.026319291189547546,0.9560185185185185,7.212815499903324,0.014066131575153426
FaceFour,0.9505208333333334,0.00736569563735987,0.9557291666666667,0.5619767002838975,0.0011172368485858897
FacesUCR,0.9760101010101009,0.0035921106934157475,0.9796401515151515,4.545567966881208,0.027203762760185175
FiftyWords,0.7556733630952381,0.014466537010338721,0.7734375,18.784363899884436,0.01357256601594751
Fish,0.9861111111111112,0.002455231879119974,0.9895833333333334,5.323732000096546,0.003783459570627201
FordA,0.9641369047619047,0.0012331153665333296,0.9657738095238095,99.02971453312784,0.024687779948256623
FordB,0.8585737179487181,0.0038533128435595657,0.8616071428571429,134.9837957332687,0.020322274935021294
FreezerRegularTrain,0.9984953703703704,0.00016368212527468937,0.9986111111111111,3.66392259990486,0.03731481451882246
FreezerSmallTrain,0.9197916666666667,0.014175287863328572,0.9371527777777777,4.929351000134678,0.1159200886064961
Fungi,1.0,0.0,1.0,1.2262719669767346,0.0027679286462216623
GunPoint,0.9965277777777777,0.002455231879119974,1.0,0.8652213001235699,0.0018693617835197074
GunPointAgeSpan,0.9947916666666666,0.0014731391274719428,0.996875,6.555215533104881,0.008404118228592475
GunPointMaleVersusFemale,1.0,0.0,1.0,2.0020023334849006,0.0025567068356243303
GunPointOldVersusYoung,1.0,0.0,1.0,1.6484710668058444,0.0020956453125791086
Ham,0.8145325203252032,0.007396849610949085,0.8233612804878049,2.8851893995306455,0.0019731539063059245
HandOutlines,0.953923611111111,0.003574534308786396,0.9587499999999999,354.68888043344487,0.08034241282541643
Haptics,0.5489583333333333,0.015071346457982495,0.56875,12.760063033356952,0.015596510482168924
Herring,0.703125,0.01275775907699572,0.71875,1.8443141667521559,0.0012889777992010447
HouseTwenty,0.9457859848484849,0.008570991287109723,0.951846590909091,4.938736733029752,0.00869344231747012
InlineSkate,0.4695114522417154,0.008384664551223607,0.4785270467836258,22.95444553324099,0.07439511484316579
InsectEPGRegularTrain,1.0,0.0,1.0,1.1504532668429117,0.0030927552085510492
InsectEPGSmallTrain,1.0,0.0,1.0,0.5249087335153794,0.003008012304538473
InsectWingbeatSound,0.6299955197132617,0.008345533785821976,0.6409610215053764,4.722122500049106,0.025019396615107325
ItalyPowerDemand,0.9757965686274509,0.0008665524279246875,0.9770220588235294,1.4528114334874165,0.008950128385587655
LargeKitchenAppliances,0.9146464646464646,0.0014284985478516202,0.9166666666666666,30.316303133324254,0.020235768294014633
Lightning2,0.8852459016393442,0.026770379702548423,0.9180327868852459,1.9723757334674399,0.0014076535810545465
Lightning7,0.8640046296296297,0.03248224246463829,0.90625,2.024552266598524,0.0014596968751069046
Mallat,0.9623812074269392,0.005275398818341334,0.9670093111404088,7.281307733462502,0.19143447272131198
Meat,0.9388888888888888,0.04374448818895451,1.0,1.6556337999451596,0.0012095630860358142
MedicalImages,0.7936507936507936,0.00485614192688524,0.7989211309523809,4.83101666646932,0.007017260091326231
MiddlePhalanxOutlineAgeGroup,0.7044604700854702,0.010433774030248182,0.7191506410256411,3.9422659997362643,0.0012758893230587394
MiddlePhalanxOutlineCorrect,0.8552380952380952,0.0029462782549439376,0.8573214285714286,6.2549617668264546,0.002294971679172401
MiddlePhalanxTW,0.6169871794871795,0.006317775733181042,0.623798076923077,3.393997533673731,0.0010865833330247672
MixedShapesRegularTrain,0.9731191328100954,0.002360169475215086,0.9761513157894737,52.37150570045924,0.1594092921865998
MixedShapesSmallTrain,0.9202326677439213,0.003689808855343718,0.923779432132964,9.866198166797403,0.14418922506501985
MoteStrain,0.8828125,0.007971315299588423,0.8938368055555556,0.5418947335759489,0.007363463476470618
NonInvasiveFetalECGThorax1,0.9603755973715651,0.002744980640057047,0.9642137096774194,185.0606204996584,0.13159072415260198
NonInvasiveFetalECGThorax2,0.9567502986857827,0.002447817232268612,0.9601814516129032,148.12462906673318,0.10554368932234108
OliveOil,0.5444444444444444,0.2042752923427804,0.8333333333333334,0.9195368002595691,0.0006924865235002168
OSULeaf,0.9648958333333333,0.003290743541444023,0.969375,6.200365266394026,0.004940173112155814
PhalangesOutlinesCorrect,0.8494448260073261,0.0036297641931565894,0.8544814560439561,19.81683943310054,0.006803885807433592
Phoneme,0.32156250000000003,0.005346771265255593,0.32614583333333336,14.262146500016874,0.07749976347626368
PigAirwayPressure,0.62890625,0.01149968862803105,0.64453125,23.13137403334258,0.028577523176598636
PigArtPressure,1.0,0.0,1.0,18.700748833129182,0.023080761264130462
PigCVP,0.8697916666666666,0.03513212907091677,0.9140625,18.989270033489447,0.023420370311744893
Plane,1.0,0.0,1.0,1.3066622335269737,0.00073651816395189
PowerCons,0.9982638888888888,0.002455231879119974,1.0,1.8211799997564715,0.0014315035155808193
ProximalPhalanxOutlineAgeGroup,0.8690905448717948,0.003682847818679935,0.8716947115384616,4.140473466735178,0.0018066160160212046
ProximalPhalanxOutlineCorrect,0.9191369047619048,0.00639721740990324,0.926607142857143,9.583869299909566,0.003548523892883774
ProximalPhalanxTW,0.8567708333333334,0.0018414239093399675,0.859375,3.718500733220329,0.0016224393228867484
RefrigerationDevices,0.5639520202020202,0.009556525332780641,0.5727272727272728,10.886424266772034,0.007249831510421245
Rock,0.6133333333333333,0.10624918300339485,0.74,3.795872266520746,0.005294017513165272
ScreenType,0.6219854797979799,0.006176431943785905,0.6303503787878788,18.312116866814904,0.01220334374996431
SemgHandGenderCh2,0.884548611111111,0.005283029185660676,0.8885416666666666,44.300736466713715,0.054356093750205524
SemgHandMovementCh2,0.455078125,0.004219232225525951,0.4609375,25.94928836663409,0.015893208658553704
SemgHandSubjectCh2,0.7024739583333334,0.006639348324990605,0.708984375,73.38339620011782,0.045107652865226555
ShapeletSim,0.9909188034188033,0.009403454456348246,1.0,0.6052335999750843,0.0023980891278749064
ShapesAll,0.9286458333333334,0.005311478659992473,0.9359375,40.4817037669903,0.02750913346305121
SmallKitchenAppliances,0.8096906565656566,0.01487221528457233,0.821685606060606,9.295937999908347,0.006212954948182414
SmoothSubspace,0.9947916666666666,0.00736569563735987,1.0,1.6266224998592709,0.001253750130103981
SonyAIBORobotSurface1,0.9167083333333333,0.004755022929025173,0.9230625,0.49071470005825785,0.003379344596548132
SonyAIBORobotSurface2,0.9560367933723196,0.003683772161591485,0.961202485380117,0.7311897666853232,0.007143895898669446
